label,linewidth,density,lineheight,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C99
A araliya,0.23571,0.625,0.83673,0.646639,0.512055,0.516574,0.426871,0.756538,0.659747,0.943954,0.435984,0.670312,0.641563,0.573789,0.518064,0.798739,0.507093,0.753697,0.501225
A araliya,0.165,0.44081,0.50919,0.601438,0.473329,0.514635,0.427328,0.763370,0.730554,0.884819,0.448897,0.623624,0.632753,0.624766,0.531504,0.776442,0.574536,0.822977,0.479703
A araliya,0.25833,0.47095,0.27591,0.750046,0.544524,0.521070,0.413574,0.688085,0.696481,0.782355,0.412902,0.584893,0.523861,0.529671,0.587453,0.708823,0.583741,0.740369,0.473402
A araliya,0.3,0.55721,0.80645,0.611849,0.437265,0.523315,0.430552,0.639429,0.736324,0.883649,0.550751,0.623624,0.715148,0.626641,0.526571,0.776442,0.583261,0.794744,0.491404
A araliya,0.23654,0.50178,0.43669,0.644566,0.576503,0.497111,0.440668,0.763370,0.713430,0.931284,0.518925,0.613605,0.767829,0.627840,0.556108,0.762987,0.547011,0.827720,0.491711
A araliya,0.1425,0.50567,0.37917,0.637936,0.432718,0.500494,0.414082,0.594219,0.606510,0.480910,0.386924,0.500516,0.377765,0.411981,0.481305,0.658797,0.572433,0.653711,0.542829
A araliya,0.125,0.4505,0.35714,0.572865,0.386010,0.491258,0.371394,0.711391,0.600660,0.647869,0.393276,0.679805,0.476400,0.418733,0.474106,0.762477,0.512610,0.712051,0.504004
A araliya,0.2625,0.52818,0.44048,0.644566,0.456840,0.510427,0.399376,0.661250,0.736324,0.804775,0.473681,0.628585,0.708085,0.525229,0.603403,0.776442,0.570060,0.765621,0.504975
A araliya,0.31875,0.48107,0.25747,0.713994,0.538491,0.548093,0.428916,0.665172,0.709980,0.852388,0.397395,0.625341,0.687293,0.519930,0.544713,0.754337,0.570060,0.734616,0.480207
A araliya,0.2375,0.54167,0.48958,0.652441,0.495074,0.501864,0.452599,0.738874,0.713430,0.855158,0.403674,0.618600,0.593872,0.488035,0.500253,0.773071,0.570060,0.864064,0.480071
A araliya,0.20357,0.54555,0.43074,0.644621,0.480071,0.518234,0.417769,0.773560,0.730554,0.911951,0.393312,0.641726,0.639751,0.576643,0.510975,0.776442,0.572759,0.794744,0.491404
A araliya,0.2,0.56927,0.52546,0.604437,0.495074,0.498842,0.405633,0.742982,0.681360,0.884197,0.423527,0.613605,0.553731,0.467384,0.465761,0.773071,0.547435,0.849254,0.493141
A araliya,0.14583,0.43376,0.40202,0.539388,0.449946,0.592550,0.358308,0.712176,0.606510,0.793660,0.398895,0.518428,0.491952,0.416025,0.527528,0.665750,0.537977,0.773237,0.473632
A araliya,0.14286,0.4596,0.78395,0.602755,0.423003,0.555210,0.471303,0.749701,0.644747,0.657684,0.451848,0.537589,0.433171,0.423362,0.540677,0.716247,0.529320,0.721920,0.473632
A araliya,0.28214,0.5,0.40222,0.639387,0.437931,0.536610,0.481688,0.658153,0.725541,0.886107,0.398802,0.628585,0.558299,0.639584,0.443999,0.754337,0.565395,0.731925,0.509472
A araliya,0.14286,0.47804,0.32415,0.609402,0.472621,0.592550,0.489725,0.765031,0.648238,0.730671,0.456878,0.558713,0.500235,0.490072,0.558156,0.701472,0.589025,0.716679,0.490263
A araliya,0.1625,0.39571,0.94505,0.599176,0.475964,0.465849,0.352703,0.607200,0.600091,0.389082,0.375667,0.722796,0.505070,0.423195,0.494855,0.694194,0.538906,0.839177,0.553976
A araliya,0.14167,0.57622,0.77778,0.541293,0.393508,0.511329,0.377660,0.677055,0.736324,0.730516,0.430499,0.628585,0.420185,0.422747,0.468230,0.776442,0.525753,0.794744,0.479847
A araliya,0.16429,0.4637,0.51667,0.617799,0.513976,0.481203,0.391374,0.728683,0.509066,0.651239,0.361356,0.520060,0.403056,0.525517,0.554731,0.651903,0.536673,0.661233,0.533714
A araliya,0.16324,0.48345,0.35625,0.649666,0.432718,0.554908,0.407862,0.730420,0.588595,0.658544,0.382132,0.639424,0.428081,0.499230,0.560747,0.665750,0.538835,0.658068,0.496343
A araliya,0.125,0.53631,0.44872,0.624794,0.442696,0.555210,0.393704,0.755472,0.534846,0.531779,0.361191,0.469251,0.479855,0.436974,0.516666,0.618255,0.526465,0.628083,0.507313
A araliya,0.225,0.50113,0.97384,0.574282,0.490499,0.483795,0.479889,0.677055,0.626198,0.801270,0.496943,0.643221,0.532782,0.553590,0.487652,0.859007,0.519883,0.755665,0.495123
A araliya,0.14219,0.46207,0.3,0.716267,0.566282,0.549888,0.409101,0.601553,0.748593,0.667597,0.424836,0.540069,0.480001,0.444889,0.559180,0.658797,0.622597,0.739512,0.501504
A araliya,0.13333,0.47974,0.3037,0.587778,0.405436,0.488417,0.436645,0.672927,0.626019,0.629739,0.408680,0.638611,0.620537,0.559687,0.493334,0.723747,0.549185,0.682650,0.489588
A araliya,0.165,0.54948,0.49399,0.595231,0.464038,0.537114,0.416294,0.689781,0.719666,0.873279,0.430499,0.637661,0.582803,0.620184,0.525075,0.773071,0.540436,0.745711,0.479847
A araliya,0.13167,0.45072,0.32193,0.708224,0.477405,0.549499,0.419520,0.789099,0.775609,0.719154,0.465319,0.649166,0.450038,0.442896,0.588813,0.672765,0.615764,0.699395,0.528649
A araliya,0.12812,0.43962,0.31588,0.557958,0.418316,0.493376,0.400626,0.615888,0.744080,0.800827,0.380975,0.633687,0.514064,0.485812,0.560747,0.672765,0.632020,0.803066,0.467184
A araliya,0.24,0.54413,0.37446,0.757747,0.537047,0.488417,0.453806,0.653457,0.573852,0.384855,0.408268,0.590331,0.531080,0.481936,0.585398,0.651690,0.489363,0.706934,0.473583
A araliya,0.15625,0.5332,0.42988,0.618504,0.438599,0.526912,0.447776,0.668445,0.665147,0.884819,0.430499,0.616967,0.608247,0.601250,0.526571,0.764788,0.564978,0.731925,0.504004
A araliya,0.135,0.55033,0.54762,0.701829,0.480410,0.524383,0.407052,0.789099,0.444441,0.506310,0.329795,0.421480,0.370765,0.402428,0.457615,0.566858,0.476401,0.661678,0.495578
A araliya,0.25,0.55885,0.63032,0.659711,0.487413,0.509171,0.496343,0.798108,0.633168,0.500989,0.419551,0.608637,0.548830,0.469001,0.574055,0.759405,0.547435,0.849254,0.480207
A araliya,0.1875,0.51384,0.61738,0.632276,0.490574,0.521863,0.414888,0.669349,0.713430,0.914768,0.469559,0.623624,0.669654,0.566139,0.534624,0.764788,0.595809,0.770595,0.491711
A araliya,0.15625,0.45192,0.44792,0.528105,0.403978,0.506471,0.373559,0.518197,0.565887,0.751780,0.382132,0.502725,0.472623,0.453819,0.481048,0.665750,0.535973,0.654960,0.481938
A araliya,0.13611,0.46117,0.32716,0.601735,0.447796,0.520265,0.399317,0.640741,0.636785,0.719154,0.488394,0.623622,0.436515,0.464414,0.508688,0.686984,0.570026,0.688954,0.529573
A araliya,0.1175,0.43464,0.32738,0.577752,0.445300,0.592550,0.430552,0.765031,0.746046,0.784383,0.440489,0.663516,0.493789,0.494197,0.576972,0.701472,0.621339,0.770103,0.455651
A araliya,0.20313,0.55091,0.90417,0.659711,0.488668,0.492200,0.472318,0.798108,0.713430,0.681204,0.398905,0.618600,0.548830,0.452911,0.452860,0.773071,0.534177,0.818606,0.480207
A araliya,0.1375,0.5062,0.49858,0.641527,0.449336,0.492461,0.387219,0.673793,0.707781,0.622961,0.487795,0.652447,0.587714,0.470593,0.539295,0.751042,0.540235,0.862945,0.522305
A araliya,0.12981,0.46901,0.37895,0.714642,0.557903,0.513389,0.403445,0.781745,0.626019,0.658173,0.408865,0.653553,0.440550,0.471853,0.548374,0.665750,0.573315,0.722222,0.544745
A araliya,0.21667,0.45588,0.64286,0.642669,0.576503,0.529508,0.427860,0.763370,0.699671,0.925745,0.521917,0.637421,0.678379,0.597991,0.498934,0.776442,0.577800,0.799507,0.468012
A araliya,0.125,0.41507,0.64912,0.563792,0.438674,0.526860,0.392681,0.719253,0.779312,0.705433,0.482614,0.546437,0.458286,0.424996,0.559139,0.731326,0.655846,0.721920,0.506823
A araliya,0.1175,0.43464,0.32738,0.577752,0.445300,0.592550,0.430552,0.765031,0.746046,0.784383,0.440489,0.663516,0.493789,0.494197,0.576972,0.701472,0.621339,0.770103,0.455651
A araliya,0.175,0.52096,0.30726,0.750046,0.544524,0.495777,0.415139,0.731456,0.671234,0.868135,0.402644,0.594008,0.632996,0.594726,0.498694,0.756602,0.556148,0.637746,0.493038
A araliya,0.15139,0.51028,0.40702,0.632697,0.432718,0.528506,0.386793,0.699372,0.594027,0.550046,0.383958,0.664864,0.434000,0.494197,0.517787,0.624881,0.529759,0.665601,0.499104
A araliya,0.14375,0.39315,0.625,0.538734,0.440272,0.534444,0.481688,0.759573,0.635254,0.914768,0.379873,0.531001,0.669654,0.646017,0.519640,0.754558,0.608394,0.796019,0.469155
A araliya,0.1375,0.42328,0.51389,0.684620,0.541394,0.574838,0.464884,0.807368,0.634491,0.634849,0.469913,0.546437,0.363926,0.476042,0.508688,0.716247,0.510476,0.720674,0.540647
A araliya,0.175,0.56309,0.49155,0.640944,0.504491,0.517934,0.401568,0.756538,0.628082,0.878357,0.460022,0.609539,0.538818,0.444924,0.550272,0.737353,0.524607,0.770154,0.486821
A araliya,0.225,0.55583,0.47727,0.599394,0.440107,0.516574,0.394746,0.703088,0.659747,0.561599,0.432648,0.613605,0.487849,0.446224,0.518064,0.780625,0.507093,0.773135,0.456435
A araliya,0.2375,0.53962,0.85652,0.640357,0.482054,0.525523,0.439893,0.682943,0.644747,0.931284,0.482689,0.618448,0.683570,0.568025,0.556108,0.754171,0.554985,0.758175,0.491711
A araliya,0.14583,0.43376,0.40202,0.539388,0.449946,0.592550,0.358308,0.712176,0.606510,0.793660,0.398895,0.518428,0.491952,0.416025,0.527528,0.665750,0.537977,0.773237,0.473632
A araliya,0.13036,0.47198,0.39459,0.598141,0.431434,0.517934,0.374185,0.654313,0.600660,0.748001,0.350893,0.649166,0.470800,0.483552,0.534852,0.645066,0.537142,0.720277,0.473562
A araliya,0.16562,0.57292,0.50216,0.590126,0.420679,0.510427,0.414224,0.745737,0.730554,0.809034,0.439037,0.623624,0.563848,0.480777,0.538342,0.776442,0.520981,0.794744,0.459837
A araliya,0.28437,0.49862,0.27112,0.719153,0.532617,0.521070,0.425397,0.766547,0.674460,0.829690,0.408268,0.569952,0.523644,0.448339,0.587453,0.719678,0.524607,0.691751,0.491404
A araliya,0.1375,0.44218,0.51587,0.524162,0.418008,0.471911,0.396891,0.592889,0.699385,0.857759,0.386772,0.480763,0.710252,0.493059,0.462994,0.723747,0.560758,0.740013,0.476875
A araliya,0.2,0.54098,0.51531,0.607860,0.438599,0.526912,0.421644,0.657574,0.730554,0.884819,0.439037,0.623624,0.603041,0.601250,0.538342,0.776442,0.564978,0.794744,0.515697
A araliya,0.14868,0.47774,0.33673,0.646525,0.403309,0.503856,0.424979,0.662597,0.645368,0.786678,0.468430,0.620306,0.507944,0.485318,0.502418,0.658797,0.572827,0.762432,0.485415
A araliya,0.13056,0.51739,0.3641,0.728569,0.477220,0.488417,0.389750,0.695808,0.655761,0.557292,0.374608,0.535651,0.392356,0.404737,0.465785,0.651903,0.580045,0.662255,0.469461
A araliya,0.21818,0.55568,0.49209,0.619890,0.470718,0.550952,0.426030,0.703544,0.654730,0.519680,0.446933,0.604333,0.543567,0.454131,0.603403,0.748513,0.542481,0.778163,0.470779
A araliya,0.24375,0.54342,0.88462,0.581371,0.474158,0.483795,0.449239,0.691728,0.607898,0.737295,0.447493,0.648672,0.495215,0.486612,0.509425,0.831245,0.492879,0.714303,0.499137
A araliya,0.17727,0.55263,0.60029,0.632276,0.482054,0.512120,0.392350,0.732044,0.716359,0.849363,0.483587,0.613713,0.545840,0.450860,0.556108,0.793917,0.529476,0.770154,0.473402
A araliya,0.2,0.4836,0.35962,0.668119,0.453695,0.514398,0.474656,0.725866,0.591252,0.641770,0.392997,0.555344,0.413786,0.463023,0.516652,0.738985,0.560172,0.658068,0.528649
A araliya,0.115,0.48129,0.44615,0.656407,0.526880,0.599636,0.399959,0.761736,0.647752,0.630445,0.439983,0.537589,0.474138,0.412581,0.469369,0.645066,0.519883,0.663689,0.518310
A araliya,0.14643,0.49812,0.3095,0.666542,0.556217,0.517237,0.404061,0.772770,0.614037,0.700394,0.376117,0.546437,0.469913,0.461715,0.555677,0.665750,0.557693,0.658068,0.492473
A araliya,0.13611,0.44709,0.38133,0.696576,0.442696,0.468697,0.449239,0.728683,0.561639,0.765675,0.440501,0.520060,0.439330,0.471853,0.548374,0.658797,0.547011,0.587382,0.524442
A araliya,0.2,0.59677,0.85,0.653301,0.526609,0.496407,0.432644,0.763370,0.581946,0.921621,0.373426,0.645731,0.648512,0.572019,0.470205,0.776455,0.513221,0.753697,0.460195
A araliya,0.1625,0.39571,0.94505,0.599176,0.475964,0.465849,0.352703,0.607200,0.600091,0.389082,0.375667,0.722796,0.505070,0.423195,0.494855,0.694194,0.538906,0.839177,0.553976
A araliya,0.12727,0.47664,0.38667,0.632758,0.430181,0.555597,0.440088,0.743149,0.569948,0.719370,0.488948,0.486712,0.487842,0.494403,0.536761,0.785123,0.551566,0.586556,0.514658
A araliya,0.225,0.50227,0.30476,0.742108,0.551485,0.476165,0.369628,0.668215,0.656356,0.411417,0.402906,0.587067,0.554479,0.472605,0.595403,0.729014,0.507093,0.680326,0.469842
A araliya,0.125,0.4505,0.35714,0.572865,0.386010,0.491258,0.371394,0.711391,0.600660,0.647869,0.393276,0.679805,0.476400,0.418733,0.474106,0.762477,0.512610,0.712051,0.504004
A araliya,0.13125,0.4857,0.51282,0.620035,0.458331,0.517237,0.472698,0.661275,0.731450,0.671082,0.383060,0.638611,0.538722,0.449267,0.574055,0.778593,0.507368,0.769902,0.495578
A araliya,0.14375,0.47151,0.46703,0.662236,0.480459,0.522218,0.443249,0.673793,0.682314,0.697052,0.401683,0.580986,0.561674,0.492895,0.470495,0.798547,0.540235,0.862945,0.486210
A araliya,0.15417,0.44978,0.43457,0.547034,0.409938,0.514315,0.358308,0.485823,0.627631,0.779773,0.343996,0.664110,0.507814,0.435388,0.546737,0.658797,0.542779,0.672127,0.463897
A araliya,0.30417,0.5767,0.77381,0.619403,0.430069,0.509687,0.439226,0.696647,0.667051,0.804775,0.552314,0.612965,0.688233,0.495479,0.542367,0.756602,0.547011,0.825824,0.464643
A araliya,0.14167,0.57622,0.77778,0.541293,0.393508,0.511329,0.377660,0.677055,0.736324,0.730516,0.430499,0.628585,0.420185,0.422747,0.468230,0.776442,0.525753,0.794744,0.479847
A araliya,0.1225,0.42043,0.31765,0.625471,0.448003,0.546078,0.437305,0.758499,0.582590,0.592760,0.404408,0.544322,0.440791,0.408209,0.513086,0.679842,0.519740,0.705110,0.555966
A araliya,0.20313,0.55091,0.90417,0.659711,0.488668,0.492200,0.472318,0.798108,0.713430,0.681204,0.398905,0.618600,0.548830,0.452911,0.452860,0.773071,0.534177,0.818606,0.480207
A araliya,0.15,0.48602,0.87143,0.653301,0.526609,0.534444,0.481688,0.763370,0.613249,0.910082,0.358291,0.645731,0.624080,0.646017,0.446648,0.776455,0.499383,0.796019,0.469155
A araliya,0.13214,0.43947,0.31111,0.539643,0.445642,0.453316,0.440088,0.732313,0.771649,0.744705,0.362441,0.532225,0.471309,0.405180,0.515366,0.723747,0.590576,0.587382,0.440751
A araliya,0.13182,0.44413,0.38868,0.675380,0.483028,0.519227,0.406546,0.757342,0.729230,0.691173,0.419551,0.523012,0.479915,0.416025,0.499395,0.701815,0.642046,0.672127,0.480102
A araliya,0.18125,0.51333,0.59798,0.642669,0.438674,0.490689,0.384602,0.756538,0.713430,0.872548,0.397395,0.618600,0.571012,0.455443,0.467316,0.773071,0.570060,0.803387,0.467834
A araliya,0.15278,0.45975,0.37674,0.539388,0.423245,0.533104,0.381045,0.574668,0.613305,0.796091,0.411871,0.664110,0.492704,0.469284,0.527528,0.665750,0.542481,0.672127,0.471533
A araliya,0.1875,0.51014,0.33333,0.734416,0.551485,0.521070,0.483301,0.759573,0.617960,0.836274,0.412586,0.659665,0.534363,0.443008,0.587453,0.754558,0.514336,0.695096,0.496136
A araliya,0.16562,0.57292,0.50216,0.590126,0.420679,0.510427,0.414224,0.745737,0.730554,0.809034,0.439037,0.623624,0.563848,0.480777,0.538342,0.776442,0.520981,0.794744,0.459837
A araliya,0.3125,0.51734,0.37162,0.626566,0.485864,0.522051,0.447928,0.749743,0.699691,0.914768,0.470409,0.608657,0.769366,0.571265,0.534624,0.773071,0.560758,0.825824,0.491711
A araliya,0.1375,0.44218,0.51587,0.524162,0.418008,0.471911,0.396891,0.592889,0.699385,0.857759,0.386772,0.480763,0.710252,0.493059,0.462994,0.723747,0.560758,0.740013,0.476875
A araliya,0.2,0.4836,0.35962,0.668119,0.453695,0.514398,0.474656,0.725866,0.591252,0.641770,0.392997,0.555344,0.413786,0.463023,0.516652,0.738985,0.560172,0.658068,0.528649
A araliya,0.115,0.48129,0.44615,0.656407,0.526880,0.599636,0.399959,0.761736,0.647752,0.630445,0.439983,0.537589,0.474138,0.412581,0.469369,0.645066,0.519883,0.663689,0.518310
A araliya,0.25833,0.49399,0.2954,0.736962,0.538491,0.541528,0.419520,0.682943,0.694189,0.500396,0.420731,0.615729,0.552208,0.514443,0.552707,0.754337,0.560172,0.734616,0.482783
A araliya,0.17778,0.46173,0.30011,0.742848,0.559131,0.563541,0.442935,0.764352,0.657006,0.816351,0.429631,0.590331,0.539228,0.555556,0.498934,0.716247,0.533496,0.748282,0.485179
A araliya,0.13846,0.50564,0.30104,0.709080,0.556133,0.493376,0.386793,0.597556,0.620819,0.594689,0.377312,0.678615,0.456746,0.411633,0.491657,0.643013,0.524413,0.649288,0.485479
A araliya,0.12727,0.47664,0.38667,0.632758,0.430181,0.555597,0.440088,0.743149,0.569948,0.719370,0.488948,0.486712,0.487842,0.494403,0.536761,0.785123,0.551566,0.586556,0.514658
A araliya,0.13,0.46136,0.33333,0.671897,0.415288,0.499400,0.442778,0.588315,0.572302,0.547973,0.412851,0.501772,0.416396,0.457349,0.546296,0.658797,0.531987,0.652656,0.497076
A araliya,0.23636,0.53587,0.45698,0.640738,0.488008,0.504017,0.417945,0.749743,0.713430,0.920870,0.436610,0.653998,0.669654,0.565324,0.574055,0.773071,0.552119,0.831702,0.491711
A araliya,0.23,0.46505,0.30159,0.749863,0.548032,0.487311,0.352683,0.650926,0.649275,0.403963,0.407879,0.585845,0.524631,0.483579,0.595403,0.705243,0.520196,0.668731,0.486260
A araliya,0.15625,0.45192,0.44792,0.528105,0.403978,0.506471,0.373559,0.518197,0.565887,0.751780,0.382132,0.502725,0.472623,0.453819,0.481048,0.665750,0.535973,0.654960,0.481938
A araliya,0.18611,0.49974,0.42867,0.649670,0.484051,0.526912,0.440668,0.731456,0.730554,0.884819,0.472152,0.623624,0.611789,0.633220,0.526571,0.776442,0.559965,0.839177,0.515697
A araliya,0.21667,0.45588,0.64286,0.642669,0.576503,0.529508,0.427860,0.763370,0.699671,0.925745,0.521917,0.637421,0.678379,0.597991,0.498934,0.776442,0.577800,0.799507,0.468012
A araliya,0.125,0.49333,0.32105,0.712461,0.566009,0.508160,0.409101,0.586154,0.751631,0.625355,0.362685,0.514196,0.495983,0.455523,0.563879,0.651903,0.638357,0.670089,0.466095
A araliya,0.15,0.55556,0.71345,0.536551,0.513334,0.485020,0.405860,0.632985,0.574778,0.890285,0.443470,0.519720,0.648513,0.476853,0.502723,0.738985,0.516236,0.845053,0.457657
A araliya,0.16875,0.48729,0.28571,0.726762,0.537288,0.485647,0.474886,0.680406,0.711397,0.879548,0.421375,0.618691,0.577292,0.439187,0.595403,0.803508,0.545121,0.724408,0.477902
A araliya,0.36667,0.54754,0.8,0.632276,0.436366,0.546014,0.445727,0.763370,0.676784,0.861739,0.402200,0.530045,0.590634,0.569538,0.457615,0.746729,0.556148,0.788026,0.462989
A araliya,0.1175,0.5326,0.43478,0.646525,0.473539,0.507751,0.379421,0.668215,0.511141,0.519680,0.392157,0.504271,0.445193,0.475876,0.459373,0.740515,0.534177,0.647159,0.540647
A araliya,0.1175,0.5326,0.43478,0.646525,0.473539,0.507751,0.379421,0.668215,0.511141,0.519680,0.392157,0.504271,0.445193,0.475876,0.459373,0.740515,0.534177,0.647159,0.540647
A araliya,0.20556,0.58709,0.87202,0.669391,0.422648,0.507029,0.458029,0.798108,0.602812,1.000000,0.394629,0.646868,0.660860,0.572806,0.445765,0.778593,0.510720,0.772088,0.474166
A araliya,0.2375,0.52694,0.80556,0.640357,0.440272,0.520770,0.421214,0.749743,0.649421,0.954390,0.392428,0.526317,0.671310,0.581590,0.519640,0.738985,0.603200,0.778561,0.492473
A araliya,0.2125,0.55472,0.50139,0.648200,0.561053,0.490689,0.458350,0.721209,0.713430,0.860990,0.528148,0.618600,0.557693,0.473533,0.478749,0.789947,0.535379,0.803387,0.491711
A araliya,0.1,0.40235,0.2521,0.487030,0.469492,0.558968,0.470655,0.749701,0.479151,0.679353,0.345680,0.520135,0.420704,0.425270,0.484322,0.665750,0.489363,0.589135,0.455341
A araliya,0.1225,0.42043,0.31765,0.625471,0.448003,0.546078,0.437305,0.758499,0.582590,0.592760,0.404408,0.544322,0.440791,0.408209,0.513086,0.679842,0.519740,0.705110,0.555966
A araliya,0.24063,0.50402,0.51729,0.632276,0.493528,0.522895,0.490704,0.742000,0.628082,0.959674,0.464727,0.609539,0.672266,0.639554,0.556108,0.762477,0.574756,0.804030,0.488073
A araliya,0.11667,0.41882,0.4,0.657449,0.532043,0.507708,0.474071,0.482086,0.796291,0.747183,0.375600,0.539980,0.500397,0.435807,0.567554,0.773071,0.628087,0.646347,0.501462
A araliya,0.175,0.45952,0.29462,0.553098,0.542200,0.469980,0.399317,0.738173,0.505171,0.546948,0.425078,0.522742,0.322704,0.376925,0.550862,0.643742,0.530552,0.575163,0.575724
A araliya,0.13214,0.59135,0.47177,0.616538,0.382238,0.498488,0.366445,0.678821,0.586662,0.711270,0.430499,0.564712,0.532901,0.454131,0.468230,0.720771,0.503746,0.778163,0.479847
A araliya,0.13125,0.44643,0.37452,0.693236,0.541394,0.549196,0.464884,0.797855,0.594027,0.608142,0.439389,0.664864,0.432398,0.476042,0.507428,0.716247,0.510476,0.603414,0.540647
A araliya,0.11944,0.48505,0.4439,0.618392,0.446856,0.651175,0.387219,0.721003,0.630595,0.648805,0.422319,0.537589,0.471827,0.441539,0.471986,0.754558,0.520624,0.720674,0.541204
A araliya,0.15625,0.44559,0.36444,0.698048,0.512653,0.526103,0.415139,0.632885,0.554586,0.591509,0.427142,0.623622,0.423022,0.434867,0.528850,0.686984,0.561451,0.623035,0.561097
A araliya,0.22222,0.53846,0.43396,0.635694,0.413953,0.501864,0.436393,0.749743,0.733282,0.872548,0.393312,0.623624,0.581703,0.480110,0.467316,0.764788,0.584237,0.803387,0.482034
A araliya,0.26875,0.66885,0.79459,0.639387,0.388474,0.509687,0.469033,0.728105,0.693592,0.892380,0.416019,0.515836,0.615767,0.460549,0.461498,0.762477,0.565395,0.668296,0.478659
A araliya,0.12222,0.51045,0.90338,0.660890,0.431377,0.555210,0.471303,0.740028,0.539423,0.630445,0.483646,0.537589,0.475296,0.416524,0.472713,0.716247,0.507394,0.620083,0.516721
A araliya,0.19,0.64144,0.89032,0.578958,0.416252,0.484176,0.433481,0.735035,0.699691,0.907326,0.438902,0.634983,0.772936,0.502464,0.461922,0.754558,0.560758,0.689542,0.486210
A araliya,0.23333,0.53429,0.48168,0.632276,0.482054,0.484159,0.443225,0.749743,0.676018,0.954880,0.477994,0.608657,0.648649,0.580546,0.556108,0.756602,0.519306,0.770154,0.491711
A araliya,0.165,0.46398,0.24074,0.597047,0.436366,0.546014,0.469033,0.763370,0.620819,0.877339,0.413437,0.545156,0.589113,0.569538,0.461498,0.762477,0.499383,0.788026,0.462989
A araliya,0.1375,0.44218,0.51587,0.524162,0.418008,0.471911,0.396891,0.592889,0.699385,0.857759,0.386772,0.480763,0.710252,0.493059,0.462994,0.723747,0.560758,0.740013,0.476875
A araliya,0.22187,0.56434,0.435,0.668119,0.425764,0.490689,0.461803,0.742982,0.713920,0.878482,0.451050,0.607399,0.608863,0.488424,0.461922,0.737353,0.547011,0.725775,0.460464
A araliya,0.11429,0.47712,0.28676,0.578066,0.433951,0.495777,0.372067,0.604888,0.599979,0.453850,0.386924,0.490001,0.386872,0.379279,0.540484,0.658797,0.537142,0.533569,0.554989
A araliya,0.14,0.53724,0.61859,0.596087,0.445284,0.467188,0.397999,0.588463,0.616989,0.476774,0.400820,0.516015,0.473543,0.582834,0.462282,0.701675,0.556148,0.720090,0.487365
A araliya,0.16667,0.56637,0.40625,0.630815,0.382238,0.503735,0.465419,0.714346,0.598238,0.927812,0.430499,0.574445,0.615338,0.556600,0.474124,0.746729,0.565395,0.684806,0.479847
A araliya,0.25833,0.47957,0.24138,0.734782,0.542617,0.491716,0.425397,0.773560,0.711397,0.839490,0.477615,0.623624,0.577097,0.484018,0.490183,0.726538,0.560172,0.795444,0.488054
A araliya,0.14583,0.43376,0.40202,0.539388,0.449946,0.592550,0.358308,0.712176,0.606510,0.793660,0.398895,0.518428,0.491952,0.416025,0.527528,0.665750,0.537977,0.773237,0.473632
A araliya,0.19167,0.49478,0.38462,0.612852,0.519292,0.486393,0.375548,0.670608,0.649635,0.475318,0.391965,0.650545,0.526287,0.465492,0.499463,0.773071,0.543662,0.855377,0.504004
A araliya,0.18667,0.50592,0.32435,0.726762,0.537288,0.520790,0.381045,0.782337,0.701354,0.844425,0.402906,0.608657,0.552384,0.594521,0.539469,0.723747,0.603200,0.837245,0.517701
A araliya,0.15313,0.50384,0.39286,0.652441,0.463099,0.592550,0.418012,0.765031,0.635129,0.750363,0.413239,0.539997,0.491530,0.478852,0.558156,0.694194,0.542481,0.730856,0.477389
A araliya,0.295,0.54257,0.80417,0.632276,0.478257,0.517934,0.449239,0.709662,0.699691,0.897786,0.473303,0.608657,0.772936,0.627840,0.542429,0.762477,0.547011,0.827720,0.484474
A araliya,0.23214,0.53512,0.53324,0.599394,0.507070,0.512120,0.463411,0.698374,0.659747,0.561599,0.424308,0.616677,0.521783,0.471843,0.508688,0.780625,0.507093,0.773135,0.501159
A araliya,0.14583,0.43376,0.40202,0.539388,0.449946,0.592550,0.358308,0.712176,0.606510,0.793660,0.398895,0.518428,0.491952,0.416025,0.527528,0.665750,0.537977,0.773237,0.473632
A araliya,0.175,0.45743,0.38447,0.633901,0.419281,0.508343,0.469033,0.735035,0.693856,0.886244,0.434346,0.546371,0.619371,0.465492,0.461498,0.762477,0.529040,0.659439,0.505341
A araliya,0.11071,0.46923,0.41538,0.615104,0.427421,0.512408,0.374921,0.609280,0.420865,0.549114,0.370436,0.505462,0.443148,0.395134,0.474186,0.738985,0.520196,0.569816,0.523051
A araliya,0.13571,0.47068,0.41905,0.616926,0.442696,0.572594,0.442147,0.711391,0.758321,0.740079,0.359417,0.573685,0.493566,0.477457,0.580445,0.672765,0.614739,0.678823,0.500421
A araliya,0.1375,0.45241,0.36581,0.629860,0.446856,0.507751,0.427328,0.767541,0.579775,0.587228,0.521865,0.623622,0.394252,0.408209,0.486006,0.754558,0.549857,0.678744,0.514826
A araliya,0.2,0.59677,0.85,0.653301,0.526609,0.496407,0.432644,0.763370,0.581946,0.921621,0.373426,0.645731,0.648512,0.572019,0.470205,0.776455,0.513221,0.753697,0.460195
A araliya,0.24375,0.54342,0.88462,0.581371,0.474158,0.483795,0.449239,0.691728,0.607898,0.737295,0.447493,0.648672,0.495215,0.486612,0.509425,0.831245,0.492879,0.714303,0.499137
