label,linewidth,density,lineheight,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C99
4u-Arjun,0.0475,0.28958,0.22537,0.502851,0.443429,0.502579,0.351349,0.493036,0.513903,0.539985,0.354322,0.382127,0.438816,0.409264,0.662803,0.467171,0.528489,0.419289,0.441014
4u-Arjun,0.04625,0.2737,0.18731,0.554950,0.448022,0.571544,0.440417,0.519596,0.554446,0.627704,0.378410,0.435124,0.458799,0.404028,0.583629,0.523810,0.495504,0.412719,0.498287
4u-Arjun,0.035,0.27103,0.21841,0.486014,0.412364,0.548839,0.353370,0.504617,0.511926,0.539985,0.414279,0.405588,0.453058,0.445949,0.633296,0.548221,0.494094,0.408712,0.453659
4u-Arjun,0.0625,0.1875,0.83333,0.545468,0.513481,0.568922,0.409236,0.600721,0.597682,0.648666,0.477644,0.504843,0.601112,0.487840,0.605079,0.611678,0.497196,0.430068,0.462828
4u-Arjun,0.0625,0.21481,0.16,0.515361,0.491379,0.507470,0.344008,0.496480,0.821351,0.590652,0.557761,0.575143,0.510036,0.409631,0.490183,0.665023,0.515601,0.594913,0.531930
4u-Arjun,0.052273,0.28458,0.22208,0.478305,0.430181,0.395759,0.346375,0.512120,0.421700,0.506008,0.369614,0.406645,0.365306,0.401773,0.628319,0.482044,0.479626,0.408712,0.432328
4u-Arjun,0.063889,0.24829,0.086898,0.542720,0.472621,0.434669,0.343909,0.464450,0.657400,0.470164,0.433202,0.476216,0.378753,0.385245,0.560961,0.519220,0.540533,0.465912,0.462828
4u-Arjun,0.041667,0.23801,0.23333,0.494174,0.474784,0.525878,0.390728,0.519596,0.543050,0.602919,0.350807,0.418031,0.465223,0.349482,0.594665,0.517776,0.495504,0.457664,0.375758
4u-Arjun,0.047917,0.25382,0.16013,0.535106,0.421183,0.462222,0.342203,0.560724,0.576748,0.579496,0.498698,0.463690,0.441808,0.470881,0.662157,0.573141,0.551203,0.514289,0.457318
4u-Arjun,0.065909,0.29108,0.22742,0.525437,0.435537,0.586433,0.322246,0.827559,0.716701,0.460362,0.422414,0.498538,0.473778,0.501007,0.556490,0.544949,0.546299,0.638184,0.514724
4u-Arjun,0.041667,0.24421,0.23052,0.453564,0.455183,0.378178,0.336155,0.424502,0.464869,0.529550,0.401042,0.418856,0.422472,0.346505,0.643923,0.493874,0.480824,0.500663,0.360325
4u-Arjun,0.053333,0.25331,0.11614,0.530459,0.472621,0.528160,0.349362,0.741000,0.663873,0.592594,0.428118,0.436322,0.573838,0.517987,0.684883,0.554400,0.551502,0.595812,0.453927
4u-Arjun,0.052778,0.24583,0.34375,0.498566,0.463217,0.394118,0.385946,0.622687,0.524818,0.700739,0.413468,0.435256,0.601259,0.396964,0.660578,0.573141,0.497196,0.364509,0.541642
4u-Arjun,0.052778,0.24987,0.19548,0.465222,0.482910,0.577162,0.363609,0.485316,0.514832,0.544983,0.350418,0.398491,0.443430,0.403437,0.625236,0.464420,0.456088,0.445772,0.472041
4u-Arjun,0.056818,0.25387,0.14322,0.535106,0.482960,0.593154,0.390837,0.709635,0.565520,0.552936,0.455000,0.498418,0.429536,0.454819,0.638359,0.506863,0.544445,0.627809,0.529472
4u-Arjun,0.05,0.22318,0.20588,0.545468,0.503814,0.576601,0.364071,0.590182,0.538678,0.623556,0.386570,0.504843,0.546593,0.437276,0.656801,0.611678,0.493591,0.430068,0.469250
4u-Arjun,0.053571,0.26394,0.23171,0.498566,0.464502,0.475429,0.339290,0.525949,0.524192,0.574263,0.360378,0.401435,0.444562,0.398329,0.662803,0.493874,0.505043,0.403768,0.398217
4u-Arjun,0.05,0.24338,0.23922,0.505292,0.462468,0.543460,0.374881,0.561462,0.532822,0.582427,0.411028,0.426990,0.470617,0.391672,0.583629,0.505781,0.506360,0.492299,0.406624
4u-Arjun,0.05,0.26258,0.13575,0.505292,0.422016,0.407489,0.317239,0.642021,0.744464,0.684440,0.446563,0.469646,0.601112,0.455672,0.627405,0.554400,0.527813,0.448129,0.444612
4u-Arjun,0.040385,0.23137,0.17931,0.465222,0.455183,0.360138,0.352029,0.424502,0.480191,0.565217,0.353846,0.402570,0.422410,0.350624,0.646292,0.493874,0.479626,0.500663,0.419599
4u-Arjun,0.047917,0.21197,0.47273,0.542132,0.495154,0.516858,0.386657,0.558568,0.634654,0.694690,0.405059,0.497228,0.616599,0.459774,0.604878,0.618255,0.507486,0.449600,0.559040
4u-Arjun,0.057143,0.26737,0.36842,0.505292,0.402832,0.425677,0.323002,0.583733,0.582212,0.687656,0.398152,0.443262,0.594877,0.378340,0.649552,0.566858,0.542852,0.572348,0.467647
4u-Arjun,0.052778,0.23958,0.14118,0.548580,0.531143,0.568922,0.418437,0.743532,0.630646,0.648666,0.496911,0.445023,0.601112,0.487840,0.605079,0.573141,0.518639,0.635779,0.500189
4u-Arjun,0.05625,0.27146,0.33772,0.474167,0.488921,0.396910,0.361199,0.537649,0.636949,0.542419,0.534933,0.409379,0.570804,0.473572,0.594665,0.573141,0.549185,0.585010,0.472182
4u-Arjun,0.048077,0.25425,0.23333,0.525411,0.424700,0.502168,0.381456,0.514457,0.564509,0.577875,0.401368,0.422176,0.465020,0.376115,0.572576,0.493874,0.494094,0.487378,0.464384
4u-Arjun,0.0475,0.28958,0.22537,0.502851,0.443429,0.502579,0.351349,0.493036,0.513903,0.539985,0.354322,0.382127,0.438816,0.409264,0.662803,0.467171,0.528489,0.419289,0.441014
4u-Arjun,0.056,0.24683,0.10084,0.538454,0.518213,0.449525,0.340730,0.523642,0.638820,0.500070,0.427835,0.500690,0.379628,0.396019,0.518438,0.521679,0.574282,0.467024,0.494144
4u-Arjun,0.0375,0.2341,0.15257,0.535106,0.462889,0.544690,0.445867,0.557078,0.677350,0.666088,0.441891,0.488282,0.579913,0.511875,0.594521,0.560612,0.531154,0.540398,0.546524
4u-Arjun,0.057143,0.27655,0.19456,0.514863,0.448022,0.414727,0.406279,0.487940,0.503647,0.574263,0.395479,0.398491,0.443773,0.450669,0.665152,0.499817,0.480032,0.448914,0.493198
4u-Arjun,0.052273,0.28458,0.22208,0.478305,0.430181,0.395759,0.346375,0.512120,0.421700,0.506008,0.369614,0.406645,0.365306,0.401773,0.628319,0.482044,0.479626,0.408712,0.432328
4u-Arjun,0.039583,0.24485,0.16889,0.451041,0.443848,0.377136,0.408030,0.595936,0.514443,0.392542,0.355092,0.375496,0.321347,0.397578,0.479999,0.423659,0.467620,0.492682,0.474129
4u-Arjun,0.05375,0.25995,0.17425,0.562048,0.513481,0.568922,0.409236,0.735401,0.597682,0.648666,0.460449,0.449380,0.601112,0.487840,0.649469,0.529870,0.528123,0.627809,0.494865
4u-Arjun,0.061111,0.22897,0.089514,0.531662,0.488873,0.443087,0.356865,0.456549,0.657400,0.465653,0.433202,0.471839,0.387633,0.386351,0.539275,0.511766,0.551502,0.465912,0.462828
4u-Arjun,0.06,0.23389,0.22449,0.459965,0.410937,0.412229,0.371572,0.432587,0.472026,0.545785,0.402147,0.388951,0.407264,0.326231,0.631281,0.493874,0.468525,0.495738,0.469524
4u-Arjun,0.052778,0.24876,0.16888,0.546919,0.463217,0.540572,0.405086,0.741000,0.667783,0.688832,0.419386,0.443109,0.601259,0.505197,0.660578,0.573141,0.535649,0.571642,0.552326
4u-Arjun,0.060714,0.20772,0.61364,0.566579,0.497525,0.577697,0.437950,0.701530,0.674411,0.669649,0.461009,0.467744,0.598025,0.480312,0.660578,0.542074,0.537461,0.571458,0.424152
4u-Arjun,0.044643,0.26374,0.1743,0.474133,0.448022,0.464822,0.366555,0.487940,0.597398,0.574263,0.360378,0.418856,0.443773,0.390414,0.665152,0.499817,0.489363,0.419289,0.468445
4u-Arjun,0.075,0.32075,0.26667,0.569186,0.600618,0.594701,0.410238,0.802167,0.529030,0.459093,0.394232,0.424034,0.372388,0.428458,0.491565,0.582863,0.513992,0.676583,0.475280
4u-Arjun,0.052083,0.21071,0.46154,0.531662,0.503762,0.509432,0.418145,0.637336,0.569454,0.675693,0.463888,0.471839,0.607386,0.442966,0.682837,0.560612,0.528806,0.482955,0.546916
4u-Arjun,0.034375,0.22059,0.14931,0.589033,0.456305,0.527335,0.409897,0.555201,0.654531,0.631860,0.398240,0.410525,0.546593,0.525229,0.582864,0.499817,0.499566,0.490653,0.454350
4u-Arjun,0.0425,0.26165,0.15934,0.491779,0.565078,0.397024,0.368370,0.404429,0.409407,0.442205,0.329346,0.331409,0.331140,0.403460,0.486793,0.470281,0.479782,0.475673,0.517760
4u-Arjun,0.0425,0.26165,0.15934,0.491779,0.565078,0.397024,0.368370,0.404429,0.409407,0.442205,0.329346,0.331409,0.331140,0.403460,0.486793,0.470281,0.479782,0.475673,0.517760
4u-Arjun,0.0625,0.26695,0.61538,0.529511,0.473324,0.621420,0.482834,0.730407,0.577814,0.666992,0.488028,0.426321,0.595145,0.464286,0.593618,0.542074,0.565286,0.574183,0.493198
4u-Arjun,0.063636,0.24824,0.13725,0.518713,0.504766,0.599892,0.409236,0.642021,0.630111,0.665412,0.421670,0.443109,0.594942,0.442966,0.616176,0.554400,0.515954,0.480795,0.499102
4u-Arjun,0.0625,0.2642,0.12658,0.518713,0.551918,0.567002,0.395888,0.784789,0.589138,0.692004,0.413766,0.472035,0.598025,0.417555,0.627405,0.554400,0.563711,0.589095,0.522916
4u-Arjun,0.0375,0.27898,0.26786,0.480855,0.423185,0.548981,0.349362,0.527048,0.507655,0.578343,0.371707,0.405588,0.469627,0.372947,0.583629,0.499817,0.495504,0.472287,0.368873
4u-Arjun,0.052778,0.24987,0.19548,0.465222,0.482910,0.577162,0.363609,0.485316,0.514832,0.544983,0.350418,0.398491,0.443430,0.403437,0.625236,0.464420,0.456088,0.445772,0.472041
4u-Arjun,0.055769,0.23787,0.10322,0.518713,0.502570,0.580803,0.409310,0.666693,0.623487,0.669459,0.496507,0.431977,0.607386,0.469261,0.616176,0.542074,0.500311,0.488901,0.446450
4u-Arjun,0.04375,0.2619,0.2415,0.479394,0.407728,0.480588,0.332722,0.410149,0.609978,0.577936,0.394232,0.426990,0.425766,0.315472,0.656801,0.499817,0.469712,0.403239,0.419761
4u-Arjun,0.065,0.27709,0.23745,0.478425,0.440272,0.482052,0.382574,0.443687,0.609978,0.553910,0.397573,0.410718,0.419072,0.383718,0.635771,0.493874,0.456088,0.428174,0.492082
4u-Arjun,0.038889,0.21455,0.375,0.498566,0.463217,0.406301,0.376686,0.622687,0.533524,0.680061,0.420625,0.435256,0.607386,0.392143,0.594521,0.573141,0.621790,0.492497,0.541642
4u-Arjun,0.063636,0.25165,0.17658,0.518713,0.390142,0.387780,0.366228,0.448607,0.406178,0.573806,0.436836,0.434610,0.417163,0.324520,0.605079,0.517776,0.472989,0.377643,0.366938
4u-Arjun,0.05,0.27584,0.21809,0.486014,0.463717,0.549888,0.381900,0.568989,0.562661,0.562043,0.353753,0.401435,0.464886,0.379934,0.662803,0.493874,0.506110,0.457361,0.492088
4u-Arjun,0.059375,0.25377,0.18821,0.452681,0.483028,0.484216,0.379920,0.514457,0.561306,0.527244,0.408270,0.393117,0.442349,0.401773,0.635771,0.493874,0.456164,0.483887,0.492082
4u-Arjun,0.044737,0.22715,0.14815,0.589033,0.431586,0.385820,0.315631,0.605908,0.641281,0.703948,0.408679,0.455487,0.607386,0.525898,0.660578,0.554400,0.506110,0.478843,0.420732
4u-Arjun,0.0425,0.34328,0.38,0.579677,0.462889,0.468498,0.395780,0.561558,0.654531,0.665019,0.509489,0.431977,0.610393,0.530777,0.627271,0.542074,0.505043,0.443563,0.552326
4u-Arjun,0.05,0.26168,0.21429,0.529463,0.420635,0.543460,0.356865,0.525949,0.507655,0.582070,0.407035,0.405588,0.466051,0.430779,0.595720,0.505781,0.506110,0.457526,0.419599
4u-Arjun,0.061538,0.25839,0.24339,0.509520,0.446856,0.461682,0.328291,0.781705,0.641870,0.706528,0.497853,0.426240,0.622767,0.506494,0.593919,0.579461,0.568730,0.600863,0.523718
4u-Arjun,0.06,0.2171,0.10294,0.531662,0.532455,0.566462,0.400191,0.605908,0.629516,0.663730,0.446563,0.418954,0.595145,0.455672,0.604814,0.535957,0.598296,0.495727,0.453565
4u-Arjun,0.045833,0.23348,0.14801,0.518713,0.462889,0.527335,0.409897,0.595784,0.589770,0.669459,0.492159,0.431977,0.607342,0.452608,0.638367,0.548221,0.516978,0.487378,0.552326
4u-Arjun,0.05625,0.27146,0.33772,0.474167,0.488921,0.396910,0.361199,0.537649,0.636949,0.542419,0.534933,0.409379,0.570804,0.473572,0.594665,0.573141,0.549185,0.585010,0.472182
4u-Arjun,0.06875,0.26688,0.12384,0.531662,0.396907,0.447216,0.318552,0.569368,0.716145,0.706528,0.411508,0.462482,0.619683,0.502255,0.593919,0.573141,0.587097,0.505869,0.481942
4u-Arjun,0.058333,0.25185,0.22381,0.524006,0.434526,0.401447,0.353370,0.498904,0.465091,0.544983,0.374975,0.422923,0.320214,0.316796,0.593633,0.499817,0.491930,0.334448,0.500260
4u-Arjun,0.05,0.24799,0.15404,0.535106,0.474751,0.424681,0.395780,0.508388,0.657400,0.405957,0.483290,0.442107,0.441808,0.470881,0.627271,0.505781,0.545305,0.579719,0.466706
4u-Arjun,0.040385,0.22816,0.48958,0.512008,0.463217,0.542888,0.381415,0.663734,0.605581,0.696365,0.483430,0.435256,0.610454,0.448874,0.605257,0.579461,0.608054,0.548812,0.548240
4u-Arjun,0.048684,0.26359,0.10386,0.565498,0.459834,0.583279,0.445853,0.733488,0.643678,0.654989,0.470069,0.509006,0.598200,0.544045,0.649552,0.551642,0.544372,0.599486,0.468445
4u-Arjun,0.041667,0.22875,0.2266,0.453968,0.492783,0.508155,0.372437,0.511096,0.462171,0.594707,0.344154,0.422923,0.443430,0.366337,0.607408,0.523810,0.495504,0.489252,0.419599
4u-Arjun,0.065625,0.2567,0.19815,0.558827,0.581417,0.600333,0.356865,0.810490,0.582513,0.500908,0.318554,0.494120,0.376141,0.391970,0.529582,0.529870,0.529826,0.666142,0.501229
4u-Arjun,0.059375,0.23333,0.75,0.527214,0.516090,0.577697,0.436794,0.753309,0.649908,0.654021,0.442089,0.475940,0.595145,0.447268,0.627271,0.542074,0.568730,0.577535,0.469194
4u-Arjun,0.065,0.2652,0.18235,0.567629,0.462884,0.502579,0.391912,0.533291,0.496544,0.537666,0.340634,0.401012,0.461833,0.417580,0.621627,0.441087,0.467686,0.419289,0.473236
4u-Arjun,0.039583,0.18788,0.3,0.518065,0.434041,0.598623,0.455460,0.576983,0.587755,0.656969,0.472742,0.409576,0.582954,0.446572,0.674163,0.548221,0.510341,0.443563,0.442532
4u-Arjun,0.05,0.22006,0.09893,0.508103,0.513402,0.433047,0.318552,0.553926,0.645696,0.411364,0.356859,0.430974,0.380585,0.386705,0.573464,0.493874,0.574198,0.540898,0.436793
4u-Arjun,0.041667,0.22875,0.2266,0.453968,0.492783,0.508155,0.372437,0.511096,0.462171,0.594707,0.344154,0.422923,0.443430,0.366337,0.607408,0.523810,0.495504,0.489252,0.419599
4u-Arjun,0.039286,0.21408,0.38571,0.566579,0.462889,0.481352,0.386657,0.564830,0.681043,0.669459,0.483127,0.431977,0.616599,0.504671,0.638367,0.548221,0.516978,0.403613,0.552326
4u-Arjun,0.042857,0.2685,0.21143,0.451041,0.533035,0.365669,0.354419,0.355428,0.434990,0.457726,0.331948,0.362859,0.355097,0.410329,0.445429,0.470321,0.456222,0.372194,0.419761
4u-Arjun,0.045,0.2434,0.26875,0.560239,0.457856,0.502918,0.374881,0.446176,0.603692,0.578343,0.369828,0.414788,0.468431,0.365594,0.561502,0.505781,0.483414,0.500663,0.492082
4u-Arjun,0.034722,0.25921,0.1869,0.470227,0.473235,0.479958,0.363088,0.498904,0.509898,0.497523,0.380129,0.398491,0.395904,0.433040,0.649149,0.470281,0.462621,0.456337,0.460459
4u-Arjun,0.0625,0.1875,0.83333,0.545468,0.513481,0.568922,0.409236,0.600721,0.597682,0.648666,0.477644,0.504843,0.601112,0.487840,0.605079,0.611678,0.497196,0.430068,0.462828
4u-Arjun,0.125,0.26471,0.925,0.564374,0.483028,0.556640,0.368089,0.838643,0.663748,0.707823,0.424318,0.524650,0.581985,0.437233,0.518064,0.686984,0.564809,0.790268,0.455330
4u-Arjun,0.05625,0.27146,0.33772,0.474167,0.488921,0.396910,0.361199,0.537649,0.636949,0.542419,0.534933,0.409379,0.570804,0.473572,0.594665,0.573141,0.549185,0.585010,0.472182
4u-Arjun,0.075,0.24451,0.63636,0.509520,0.516090,0.446026,0.350254,0.621541,0.548269,0.671337,0.427032,0.504843,0.595145,0.385245,0.604878,0.554400,0.544445,0.568163,0.457318
4u-Arjun,0.054167,0.2804,0.28543,0.555822,0.433445,0.466642,0.344033,0.561462,0.596060,0.579496,0.395939,0.447055,0.445971,0.326231,0.618426,0.566858,0.523934,0.395456,0.437883
4u-Arjun,0.04375,0.26626,0.19126,0.518713,0.450803,0.493258,0.351349,0.576507,0.609978,0.522967,0.384927,0.422923,0.403911,0.457178,0.538814,0.499817,0.462621,0.421192,0.412673
4u-Arjun,0.045588,0.27319,0.16709,0.453968,0.558707,0.401276,0.390728,0.404429,0.509625,0.533608,0.354322,0.394408,0.362480,0.346880,0.635771,0.476155,0.479626,0.464986,0.474129
4u-Arjun,0.039583,0.24485,0.16889,0.451041,0.443848,0.377136,0.408030,0.595936,0.514443,0.392542,0.355092,0.375496,0.321347,0.397578,0.479999,0.423659,0.467620,0.492682,0.474129
4u-Arjun,0.0625,0.1875,0.83333,0.545468,0.513481,0.568922,0.409236,0.600721,0.597682,0.648666,0.477644,0.504843,0.601112,0.487840,0.605079,0.611678,0.497196,0.430068,0.462828
4u-Arjun,0.039583,0.27154,0.14389,0.509520,0.516090,0.414953,0.337957,0.652004,0.524818,0.705125,0.464372,0.427634,0.607295,0.418593,0.616139,0.554400,0.527813,0.376495,0.405493
4u-Arjun,0.036765,0.2653,0.19242,0.497452,0.479637,0.377136,0.397129,0.381155,0.415050,0.499487,0.348155,0.414788,0.398908,0.383003,0.597163,0.493874,0.491930,0.394153,0.460214
4u-Arjun,0.0625,0.32506,0.29915,0.562048,0.555658,0.614402,0.404158,0.750604,0.707563,0.555196,0.496720,0.488800,0.598200,0.437214,0.573464,0.579461,0.586556,0.588031,0.493489
4u-Arjun,0.053571,0.27414,0.17211,0.560488,0.449736,0.588719,0.402756,0.602637,0.616254,0.500514,0.396661,0.431057,0.417163,0.411168,0.525885,0.493874,0.503496,0.511779,0.486336
4u-Arjun,0.041667,0.22875,0.2266,0.453968,0.492783,0.508155,0.372437,0.511096,0.462171,0.594707,0.344154,0.422923,0.443430,0.366337,0.607408,0.523810,0.495504,0.489252,0.419599
4u-Arjun,0.054167,0.28878,0.24013,0.554950,0.449926,0.479978,0.396357,0.475389,0.643587,0.582427,0.351620,0.439192,0.460388,0.483619,0.582864,0.516012,0.480824,0.456337,0.485823
4u-Arjun,0.0375,0.22794,0.14063,0.578851,0.462889,0.436331,0.401965,0.564685,0.661156,0.686705,0.406811,0.427634,0.589044,0.513212,0.594521,0.566858,0.506842,0.482141,0.552719
4u-Arjun,0.080556,0.25214,0.14474,0.569186,0.491970,0.496682,0.402850,0.576983,0.597682,0.665412,0.381460,0.451208,0.564741,0.392103,0.582864,0.573141,0.495504,0.440225,0.474129
4u-Arjun,0.06,0.23389,0.22449,0.459965,0.410937,0.412229,0.371572,0.432587,0.472026,0.545785,0.402147,0.388951,0.407264,0.326231,0.631281,0.493874,0.468525,0.495738,0.469524
4u-Arjun,0.05125,0.23168,0.12784,0.577337,0.432936,0.508160,0.329634,0.701530,0.683200,0.648564,0.403085,0.462482,0.513188,0.513212,0.649552,0.523810,0.597181,0.561429,0.430048
4u-Arjun,0.0575,0.24821,0.11184,0.589033,0.482314,0.418991,0.401965,0.463061,0.661156,0.374397,0.387466,0.410525,0.471040,0.531906,0.560961,0.505781,0.540533,0.490653,0.454350
4u-Arjun,0.0375,0.25,0.09375,0.578851,0.431586,0.389370,0.314022,0.482946,0.641281,0.531830,0.412875,0.451409,0.473017,0.525898,0.638359,0.486253,0.492240,0.487407,0.427954
4u-Arjun,0.055,0.24069,0.20769,0.522825,0.404992,0.548981,0.361967,0.540612,0.496862,0.577936,0.402295,0.413886,0.466051,0.417116,0.595720,0.511766,0.495504,0.457526,0.360325
4u-Arjun,0.053125,0.22431,0.17333,0.569523,0.669086,0.503132,0.346375,0.774170,0.686136,0.640050,0.476200,0.516998,0.532566,0.409269,0.525885,0.638285,0.588852,0.603337,0.584447
4u-Arjun,0.045,0.27934,0.24324,0.482761,0.446919,0.479802,0.375548,0.430874,0.468266,0.556898,0.406766,0.414788,0.397986,0.364252,0.571249,0.517776,0.456222,0.405465,0.447331
4u-Arjun,0.041667,0.24421,0.23052,0.453564,0.455183,0.378178,0.336155,0.424502,0.464869,0.529550,0.401042,0.418856,0.422472,0.346505,0.643923,0.493874,0.480824,0.500663,0.360325
4u-Arjun,0.042188,0.27862,0.18139,0.491536,0.485007,0.537359,0.418482,0.506182,0.489958,0.542419,0.458582,0.398491,0.422307,0.372947,0.643923,0.499817,0.467238,0.399696,0.413844
4u-Arjun,0.041667,0.22875,0.2266,0.453968,0.492783,0.508155,0.372437,0.511096,0.462171,0.594707,0.344154,0.422923,0.443430,0.366337,0.607408,0.523810,0.495504,0.489252,0.419599
4u-Arjun,0.038889,0.25601,0.21429,0.499198,0.423999,0.543100,0.353128,0.512120,0.523236,0.586516,0.369614,0.422176,0.469219,0.410811,0.571738,0.505781,0.495504,0.489252,0.440669
4u-Arjun,0.055,0.26717,0.22671,0.479394,0.435537,0.449626,0.352277,0.557084,0.597398,0.522967,0.356703,0.426990,0.442101,0.350961,0.550403,0.482044,0.455195,0.475673,0.419836
4u-Arjun,0.044118,0.27509,0.19057,0.545468,0.533756,0.546500,0.396357,0.600606,0.544447,0.451205,0.358406,0.455487,0.396083,0.470484,0.593919,0.579461,0.485344,0.475048,0.440669
4u-Arjun,0.047727,0.26256,0.17879,0.446667,0.443845,0.453304,0.403868,0.564830,0.589770,0.570186,0.471494,0.388951,0.445382,0.410329,0.646292,0.505781,0.467238,0.470241,0.412843
4u-Arjun,0.038462,0.21972,0.13235,0.538454,0.492850,0.539652,0.447048,0.583056,0.511926,0.636023,0.398240,0.417481,0.540552,0.342446,0.593976,0.519220,0.520999,0.479107,0.440878
4u-Arjun,0.041667,0.22875,0.2266,0.453968,0.492783,0.508155,0.372437,0.511096,0.462171,0.594707,0.344154,0.422923,0.443430,0.366337,0.607408,0.523810,0.495504,0.489252,0.419599
4u-Arjun,0.035,0.27078,0.20313,0.472752,0.403575,0.525723,0.368089,0.497086,0.571635,0.532658,0.370687,0.397278,0.461791,0.392103,0.638742,0.505781,0.468525,0.394334,0.412570
4u-Arjun,0.039286,0.21408,0.38571,0.566579,0.462889,0.481352,0.386657,0.564830,0.681043,0.669459,0.483127,0.431977,0.616599,0.504671,0.638367,0.548221,0.516978,0.403613,0.552326
4u-Arjun,0.045312,0.27597,0.24055,0.521617,0.434526,0.548981,0.352134,0.527048,0.500837,0.574263,0.371707,0.405588,0.436197,0.435378,0.593618,0.506863,0.494094,0.461598,0.426749
4u-Arjun,0.05,0.21296,0.31429,0.554227,0.435901,0.412229,0.371572,0.424502,0.456016,0.327018,0.363320,0.362988,0.312974,0.362694,0.553495,0.440634,0.480188,0.495738,0.469524
4u-Arjun,0.038333,0.27596,0.17778,0.489473,0.433951,0.384340,0.366228,0.432587,0.404951,0.461141,0.377801,0.418856,0.412381,0.396615,0.527259,0.423659,0.468819,0.317399,0.460459
4u-Arjun,0.05,0.28632,0.16551,0.533789,0.552407,0.444010,0.354419,0.500726,0.518988,0.421949,0.320860,0.401435,0.332334,0.418381,0.514983,0.482426,0.474277,0.434040,0.474129
4u-Arjun,0.05625,0.22318,0.19165,0.545468,0.503814,0.576601,0.409236,0.600721,0.597682,0.648666,0.451569,0.504843,0.601112,0.487840,0.656801,0.611678,0.497196,0.430068,0.469250
4u-Arjun,0.045455,0.24583,0.084314,0.528364,0.489811,0.451880,0.349362,0.490879,0.651414,0.568321,0.471150,0.392486,0.582954,0.446572,0.674163,0.548221,0.563048,0.492314,0.433674
4u-Arjun,0.071429,0.31673,0.30952,0.546125,0.555649,0.428115,0.339053,0.566221,0.604409,0.471555,0.390391,0.361511,0.474319,0.427618,0.503461,0.509351,0.554465,0.569816,0.510899
4u-Arjun,0.039583,0.27154,0.14389,0.509520,0.516090,0.414953,0.337957,0.652004,0.524818,0.705125,0.464372,0.427634,0.607295,0.418593,0.616139,0.554400,0.527813,0.376495,0.405493
4u-Arjun,0.0625,0.25975,0.11474,0.566579,0.505126,0.579291,0.474827,0.771289,0.674411,0.692004,0.487800,0.500690,0.595145,0.480312,0.615993,0.573141,0.564510,0.587775,0.470048
4u-Arjun,0.0625,0.26488,0.14916,0.533789,0.491970,0.521070,0.412452,0.748534,0.657400,0.680061,0.420625,0.443109,0.607386,0.443927,0.660578,0.573141,0.539862,0.595812,0.541642
4u-Arjun,0.053947,0.26824,0.19444,0.484991,0.405154,0.503345,0.362352,0.526535,0.597398,0.445175,0.367474,0.422923,0.360520,0.342676,0.468759,0.482044,0.547304,0.487378,0.517287
4u-Arjun,0.047222,0.2119,0.47273,0.531662,0.503762,0.503584,0.418145,0.637336,0.569454,0.666992,0.443898,0.463654,0.601259,0.442073,0.616139,0.548221,0.529826,0.482955,0.541072
4u-Arjun,0.075,0.20612,0.13265,0.555957,0.495154,0.421206,0.355072,0.428310,0.631947,0.431684,0.360545,0.421932,0.475339,0.486339,0.527023,0.517776,0.574198,0.408036,0.406263
4u-Arjun,0.065385,0.27582,0.20667,0.609784,0.637205,0.672894,0.393582,0.888560,0.677519,0.717213,0.470938,0.546437,0.688687,0.511347,0.515530,0.679842,0.573794,0.790268,0.511269
4u-Arjun,0.054412,0.26013,0.11275,0.533789,0.488944,0.446026,0.399959,0.522204,0.661156,0.588221,0.410779,0.400939,0.567772,0.505197,0.662157,0.542074,0.516277,0.395082,0.448372
4u-Arjun,0.046429,0.2753,0.094943,0.466571,0.436744,0.397658,0.358347,0.435519,0.544359,0.542863,0.329980,0.371954,0.390061,0.426026,0.548811,0.506863,0.456222,0.437001,0.450871
4u-Arjun,0.059375,0.24467,0.098039,0.528442,0.496765,0.517580,0.353181,0.613129,0.643449,0.515257,0.393327,0.488800,0.391080,0.394312,0.506205,0.585820,0.563048,0.492314,0.398599
4u-Arjun,0.039286,0.21408,0.38571,0.566579,0.462889,0.481352,0.386657,0.564830,0.681043,0.669459,0.483127,0.431977,0.616599,0.504671,0.638367,0.548221,0.516978,0.403613,0.552326
4u-Arjun,0.040385,0.23137,0.17931,0.465222,0.455183,0.360138,0.352029,0.424502,0.480191,0.565217,0.353846,0.402570,0.422410,0.350624,0.646292,0.493874,0.479626,0.500663,0.419599
4u-Arjun,0.041176,0.25319,0.2065,0.486014,0.435384,0.588499,0.364459,0.595936,0.530962,0.590609,0.404377,0.402570,0.494015,0.362215,0.656491,0.505781,0.494094,0.403767,0.473137
4u-Arjun,0.039583,0.27154,0.14389,0.509520,0.516090,0.414953,0.337957,0.652004,0.524818,0.705125,0.464372,0.427634,0.607295,0.418593,0.616139,0.554400,0.527813,0.376495,0.405493
4u-Arjun,0.069643,0.24572,0.1369,0.508103,0.482314,0.490119,0.355561,0.701864,0.643449,0.695302,0.389920,0.439192,0.592093,0.404028,0.660578,0.554400,0.516277,0.564343,0.559040
4u-Arjun,0.041667,0.25296,0.19822,0.541683,0.462468,0.548839,0.361967,0.545351,0.544359,0.561096,0.389991,0.426990,0.493983,0.397229,0.583629,0.505781,0.495504,0.492299,0.479371
